a1	a2	a1_BL_ID	a2_BL_ID	totalCollabs	collaborated	distance	duration	a1_LAT	a1_LON	a2_LAT	a2_LON
34056	100029	7548	8166	1	1	3860	338	36.0074638311	-78.9365369081	35.9908939	-78.909779191
34056	280297	7548	7508	1	1	709	543	36.0074638311	-78.9365369081	36.0033368637	-78.9359146357
34309	304073	7579	7548	1	1	1041	820	36.0051595258	-78.9391493797	36.0074638311	-78.9365369081
34978	97058	8166	7508	1	1	3856	304	35.9908939	-78.909779191	36.0033368637	-78.9359146357
34978	225107	8166	7508	1	1	3856	304	35.9908939	-78.909779191	36.0033368637	-78.9359146357
34978	327206	8166	7508	1	1	3856	304	35.9908939	-78.909779191	36.0033368637	-78.9359146357
35314	110490	7508	8141	1	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
35314	116706	7508	7593	2	1	936	695	36.0033368637	-78.9359146357	36.0114604043	-78.9365583658
35314	290077	7508	8116	2	1	1216	926	36.0033368637	-78.9359146357	36.0076395804	-78.9267522097
35314	310559	7508	8141	1	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
35314	483473	7508	8166	6	1	3856	304	36.0033368637	-78.9359146357	35.9908939	-78.909779191
35869	39826	7534	7516	1	1	689	516	36.0072186493	-78.9392995834	36.0071644054	-78.9407479763
35869	115290	7534	8141	1	1	249	181	36.0072186493	-78.9392995834	36.009518555	-78.9416009188
35869	265265	7534	7508	1	1	768	578	36.0072186493	-78.9392995834	36.0033368637	-78.9359146357
35869	512503	7534	7516	1	1	689	516	36.0072186493	-78.9392995834	36.0071644054	-78.9407479763
36012	100032	7508	7548	5	1	709	543	36.0033368637	-78.9359146357	36.0074638311	-78.9365369081
36012	109406	7508	7579	2	1	983	797	36.0033368637	-78.9359146357	36.0051595258	-78.9391493797
36012	110490	7508	8141	3	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
36012	116416	7508	7593	5	1	936	695	36.0033368637	-78.9359146357	36.0114604043	-78.9365583658
36012	116706	7508	7593	19	1	936	695	36.0033368637	-78.9359146357	36.0114604043	-78.9365583658
36012	117552	7508	8166	2	1	3856	304	36.0033368637	-78.9359146357	35.9908939	-78.909779191
36012	194441	7508	8141	3	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
36012	202046	7508	8141	20	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
36012	218322	7508	8166	20	1	3856	304	36.0033368637	-78.9359146357	35.9908939	-78.909779191
36012	225421	7508	7512	1	1	584	449	36.0033368637	-78.9359146357	36.007220819	-78.9336401224
36012	231780	7508	8166	22	1	3856	304	36.0033368637	-78.9359146357	35.9908939	-78.909779191
36012	260684	7508	7550	2	1	591	462	36.0033368637	-78.9359146357	36.0063268753	-78.9354586601
36012	310559	7508	8141	4	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
36012	453953	7508	8141	2	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
36012	483473	7508	8166	5	1	3856	304	36.0033368637	-78.9359146357	35.9908939	-78.909779191
36012	519917	7508	8141	3	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
36012	538948	7508	8141	1	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
36012	541537	7508	8116	5	1	1216	926	36.0033368637	-78.9359146357	36.0076395804	-78.9267522097
36172	331881	7550	7508	1	1	591	462	36.0063268753	-78.9354586601	36.0033368637	-78.9359146357
36172	541537	7550	8116	1	1	1094	836	36.0063268753	-78.9354586601	36.0076395804	-78.9267522097
36175	54240	7550	7508	4	1	591	462	36.0063268753	-78.9354586601	36.0033368637	-78.9359146357
36175	97193	7550	7506	1	1	591	462	36.0063268753	-78.9354586601	36.0039964987	-78.9351046085
36175	99740	7550	7548	2	1	347	267	36.0063268753	-78.9354586601	36.0074638311	-78.9365369081
36175	211336	7550	7548	1	1	347	267	36.0063268753	-78.9354586601	36.0074638311	-78.9365369081
36175	414801	7550	7709	1	1	1373	1038	36.0063268753	-78.9354586601	36.0024710845	-78.9370062947
36175	541537	7550	8116	1	1	1094	836	36.0063268753	-78.9354586601	36.0076395804	-78.9267522097
36175	609832	7550	7540	1	1	1320	957	36.0063268753	-78.9354586601	36.0071861029	-78.9446398616
37456	100053	7735	7776	1	1	323	262	36.0032934665	-78.9397501945	36.0044651833	-78.9419603348
37456	540762	7735	7776	2	1	323	262	36.0032934665	-78.9397501945	36.0044651833	-78.9419603348
38487	231780	7508	8166	1	1	3856	304	36.0033368637	-78.9359146357	35.9908939	-78.909779191
38802	69670	7548	7735	1	1	1332	1052	36.0074638311	-78.9365369081	36.0032934665	-78.9397501945
39318	100049	7508	7735	2	1	1051	860	36.0033368637	-78.9359146357	36.0032934665	-78.9397501945
39318	194441	7508	8141	3	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
39318	378427	7508	8141	1	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
39318	439139	7508	7776	1	1	1016	819	36.0033368637	-78.9359146357	36.0044651833	-78.9419603348
39318	570074	7508	7735	1	1	1051	860	36.0033368637	-78.9359146357	36.0032934665	-78.9397501945
39318	656012	7508	7540	1	1	1600	1218	36.0033368637	-78.9359146357	36.0071861029	-78.9446398616
39826	51205	7516	8116	9	1	1963	348	36.0071644054	-78.9407479763	36.0076395804	-78.9267522097
39826	79419	7516	8141	5	1	440	336	36.0071644054	-78.9407479763	36.009518555	-78.9416009188
39826	95795	7516	8141	1	1	440	336	36.0071644054	-78.9407479763	36.009518555	-78.9416009188
39826	99133	7516	8141	1	1	440	336	36.0071644054	-78.9407479763	36.009518555	-78.9416009188
39826	101186	7516	7508	1	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
39826	104047	7516	7508	1	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
39826	110004	7516	7508	2	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
39826	113645	7516	8141	1	1	440	336	36.0071644054	-78.9407479763	36.009518555	-78.9416009188
39826	114682	7516	8141	1	1	440	336	36.0071644054	-78.9407479763	36.009518555	-78.9416009188
39826	115290	7516	8141	2	1	440	336	36.0071644054	-78.9407479763	36.009518555	-78.9416009188
39826	137379	7516	7508	3	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
39826	199095	7516	7534	1	1	689	516	36.0071644054	-78.9407479763	36.0072186493	-78.9392995834
39826	202257	7516	8141	2	1	440	336	36.0071644054	-78.9407479763	36.009518555	-78.9416009188
39826	218826	7516	7506	1	1	1110	883	36.0071644054	-78.9407479763	36.0039964987	-78.9351046085
39826	223027	7516	7508	1	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
39826	228206	7516	7508	2	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
39826	238844	7516	7530	1	1	20	12	36.0071644054	-78.9407479763	36.0062183863	-78.9401257038
39826	265236	7516	7508	4	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
39826	281657	7516	8116	10	1	1963	348	36.0071644054	-78.9407479763	36.0076395804	-78.9267522097
39826	302499	7516	8141	11	1	440	336	36.0071644054	-78.9407479763	36.009518555	-78.9416009188
39826	303379	7516	7776	1	1	94	63	36.0071644054	-78.9407479763	36.0044651833	-78.9419603348
39826	308238	7516	8304	1	1	2500	405	36.0071644054	-78.9407479763	36.0079194767	-78.9234745502
39826	314438	7516	7508	2	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
39826	340558	7516	7735	6	1	417	317	36.0071644054	-78.9407479763	36.0032934665	-78.9397501945
39826	378108	7516	7507	3	1	1110	883	36.0071644054	-78.9407479763	36.0030634608	-78.9369499683
39826	421039	7516	7508	1	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
39826	466957	7516	7738	1	1	608	454	36.0071644054	-78.9407479763	36.0028464737	-78.9435267448
39826	507759	7516	7507	10	1	1110	883	36.0071644054	-78.9407479763	36.0030634608	-78.9369499683
39826	511286	7516	7548	4	1	914	697	36.0071644054	-78.9407479763	36.0074638311	-78.9365369081
39826	514794	7516	8116	1	1	1963	348	36.0071644054	-78.9407479763	36.0076395804	-78.9267522097
39826	541183	7516	7548	1	1	914	697	36.0071644054	-78.9407479763	36.0074638311	-78.9365369081
39826	562298	7516	7534	1	1	689	516	36.0071644054	-78.9407479763	36.0072186493	-78.9392995834
39826	570260	7516	7776	2	1	94	63	36.0071644054	-78.9407479763	36.0044651833	-78.9419603348
39826	583214	7516	7735	1	1	417	317	36.0071644054	-78.9407479763	36.0032934665	-78.9397501945
40792	64762	7508	7758	1	1	1270	982	36.0033368637	-78.9359146357	36.0022432463	-78.9431726933
40792	96527	7508	7540	3	1	1600	1218	36.0033368637	-78.9359146357	36.0071861029	-78.9446398616
40792	97104	7508	7540	1	1	1600	1218	36.0033368637	-78.9359146357	36.0071861029	-78.9446398616
40792	108118	7508	7540	1	1	1600	1218	36.0033368637	-78.9359146357	36.0071861029	-78.9446398616
40792	108871	7508	7516	2	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
40792	113935	7508	7579	1	1	983	797	36.0033368637	-78.9359146357	36.0051595258	-78.9391493797
40792	119360	7508	8116	1	1	1216	926	36.0033368637	-78.9359146357	36.0076395804	-78.9267522097
40792	240250	7508	8141	1	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
40792	270661	7508	7516	1	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
40792	485556	7508	7548	2	1	709	543	36.0033368637	-78.9359146357	36.0074638311	-78.9365369081
40792	492442	7508	7709	1	1	830	636	36.0033368637	-78.9359146357	36.0024710845	-78.9370062947
40968	215530	7776	7508	1	1	1016	819	36.0044651833	-78.9419603348	36.0033368637	-78.9359146357
40968	282189	7776	7506	2	1	1016	758	36.0044651833	-78.9419603348	36.0039964987	-78.9351046085
40968	307945	7776	8304	1	1	2595	420	36.0044651833	-78.9419603348	36.0079194767	-78.9234745502
41689	269467	7776	7251	1	1	3238	586	36.0044651833	-78.9419603348	36.0093406401	-78.9171257615
41689	493949	7776	7738	1	1	513	415	36.0044651833	-78.9419603348	36.0028464737	-78.9435267448
42863	112679	7508	7516	1	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
42863	118168	7508	7550	1	1	591	462	36.0033368637	-78.9359146357	36.0063268753	-78.9354586601
42863	267713	7508	7516	1	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
43102	95766	7749	7735	1	1	184	132	36.0032891268	-78.9425504208	36.0032934665	-78.9397501945
43102	110948	7749	7738	1	1	6	5	36.0032891268	-78.9425504208	36.0028464737	-78.9435267448
43102	113110	7749	7508	1	1	1262	974	36.0032891268	-78.9425504208	36.0033368637	-78.9359146357
43102	113941	7749	7747	1	1	184	132	36.0032891268	-78.9425504208	36.0040615939	-78.9403992891
43102	230555	7749	7738	3	1	6	5	36.0032891268	-78.9425504208	36.0028464737	-78.9435267448
43102	273771	7749	7735	2	1	184	132	36.0032891268	-78.9425504208	36.0032934665	-78.9397501945
43102	295964	7749	7202	1	1	3620	536	36.0032891268	-78.9425504208	36.0049165066	-78.9153903723
43102	296115	7749	7735	3	1	184	132	36.0032891268	-78.9425504208	36.0032934665	-78.9397501945
43102	329779	7749	7508	1	1	1262	974	36.0032891268	-78.9425504208	36.0033368637	-78.9359146357
43102	330155	7749	7735	1	1	184	132	36.0032891268	-78.9425504208	36.0032934665	-78.9397501945
43102	501614	7749	7735	2	1	184	132	36.0032891268	-78.9425504208	36.0032934665	-78.9397501945
43102	566610	7749	7759	1	1	326	228	36.0032891268	-78.9425504208	36.0001123846	-78.9453774691
43102	617767	7749	7759	1	1	326	228	36.0032891268	-78.9425504208	36.0001123846	-78.9453774691
43482	98965	7516	7548	1	1	914	697	36.0071644054	-78.9407479763	36.0074638311	-78.9365369081
43482	99821	7516	7548	3	1	914	697	36.0071644054	-78.9407479763	36.0074638311	-78.9365369081
43482	110243	7516	7507	1	1	1110	883	36.0071644054	-78.9407479763	36.0030634608	-78.9369499683
43482	111943	7516	7548	2	1	914	697	36.0071644054	-78.9407479763	36.0074638311	-78.9365369081
43482	168285	7516	7548	2	1	914	697	36.0071644054	-78.9407479763	36.0074638311	-78.9365369081
43482	230796	7516	7508	1	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
43482	235753	7516	7507	1	1	1110	883	36.0071644054	-78.9407479763	36.0030634608	-78.9369499683
43482	271440	7516	7508	1	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
43482	374911	7516	7540	1	1	487	349	36.0071644054	-78.9407479763	36.0071861029	-78.9446398616
43482	386196	7516	8084	1	1	4637	530	36.0071644054	-78.9407479763	36.002196	-78.906105
43482	426023	7516	7548	3	1	914	697	36.0071644054	-78.9407479763	36.0074638311	-78.9365369081
43482	437347	7516	7508	1	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
43482	437402	7516	7508	2	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
43482	511824	7516	7548	1	1	914	697	36.0071644054	-78.9407479763	36.0074638311	-78.9365369081
43482	511825	7516	7548	2	1	914	697	36.0071644054	-78.9407479763	36.0074638311	-78.9365369081
43568	68510	7516	8141	1	1	440	336	36.0071644054	-78.9407479763	36.009518555	-78.9416009188
43568	82509	7516	7508	1	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
43568	115290	7516	8141	3	1	440	336	36.0071644054	-78.9407479763	36.009518555	-78.9416009188
43568	123726	7516	7507	1	1	1110	883	36.0071644054	-78.9407479763	36.0030634608	-78.9369499683
43568	145800	7516	7508	2	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
43568	211349	7516	7507	1	1	1110	883	36.0071644054	-78.9407479763	36.0030634608	-78.9369499683
43568	211393	7516	7508	1	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
43568	213812	7516	7776	1	1	94	63	36.0071644054	-78.9407479763	36.0044651833	-78.9419603348
43568	231780	7516	8166	1	1	6075	528	36.0071644054	-78.9407479763	35.9908939	-78.909779191
43568	265192	7516	7508	2	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
43568	278358	7516	7508	1	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
43568	280057	7516	7508	1	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
43568	314922	7516	7508	1	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
43568	373417	7516	7508	1	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
43568	436143	7516	7508	1	1	1110	883	36.0071644054	-78.9407479763	36.0033368637	-78.9359146357
43568	507759	7516	7507	1	1	1110	883	36.0071644054	-78.9407479763	36.0030634608	-78.9369499683
45407	259863	7579	7516	1	1	127	122	36.0051595258	-78.9391493797	36.0071644054	-78.9407479763
45407	413421	7579	7534	1	1	816	639	36.0051595258	-78.9391493797	36.0072186493	-78.9392995834
45508	60493	8141	7506	2	1	1016	758	36.009518555	-78.9416009188	36.0039964987	-78.9351046085
45508	86790	8141	7508	1	1	1016	758	36.009518555	-78.9416009188	36.0033368637	-78.9359146357
45508	214324	8141	7508	3	1	1016	758	36.009518555	-78.9416009188	36.0033368637	-78.9359146357
45508	225009	8141	7506	1	1	1016	758	36.009518555	-78.9416009188	36.0039964987	-78.9351046085
45508	265192	8141	7508	1	1	1016	758	36.009518555	-78.9416009188	36.0033368637	-78.9359146357
45508	375551	8141	7508	3	1	1016	758	36.009518555	-78.9416009188	36.0033368637	-78.9359146357
45508	424922	8141	7516	1	1	440	336	36.009518555	-78.9416009188	36.0071644054	-78.9407479763
45508	483156	8141	7516	2	1	440	336	36.009518555	-78.9416009188	36.0071644054	-78.9407479763
45508	518886	8141	7516	2	1	440	336	36.009518555	-78.9416009188	36.0071644054	-78.9407479763
45508	556411	8141	7508	1	1	1016	758	36.009518555	-78.9416009188	36.0033368637	-78.9359146357
45508	580377	8141	7508	1	1	1016	758	36.009518555	-78.9416009188	36.0033368637	-78.9359146357
47570	50686	7508	8141	1	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
47570	82252	7508	8141	1	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
47570	98991	7508	7516	1	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
47570	103922	7508	7747	1	1	1051	860	36.0033368637	-78.9359146357	36.0040615939	-78.9403992891
47570	104124	7508	7516	2	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
47570	114218	7508	7513	1	1	1005	812	36.0033368637	-78.9359146357	36.005697637	-78.9398145676
47570	116562	7508	7516	5	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
47570	117267	7508	7516	6	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
47570	229992	7508	7516	5	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
47570	239213	7508	7576	1	1	1110	883	36.0033368637	-78.9359146357	36.0066631903	-78.9396455884
47570	265323	7508	7516	1	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
47570	276784	7508	7516	6	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
47570	281172	7508	7516	1	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
47570	298315	7508	8141	1	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
47570	332347	7508	7576	1	1	1110	883	36.0033368637	-78.9359146357	36.0066631903	-78.9396455884
47570	390381	7508	7735	1	1	1051	860	36.0033368637	-78.9359146357	36.0032934665	-78.9397501945
47570	472501	7508	7516	2	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
47768	113585	7739	7508	1	1	1113	838	35.9991793007	-78.943027854	36.0033368637	-78.9359146357
47768	381527	7739	7508	1	1	1113	838	35.9991793007	-78.943027854	36.0033368637	-78.9359146357
49214	110490	7508	8141	3	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
49214	116706	7508	7593	3	1	936	695	36.0033368637	-78.9359146357	36.0114604043	-78.9365583658
49214	201165	7508	7709	5	1	830	636	36.0033368637	-78.9359146357	36.0024710845	-78.9370062947
49214	202046	7508	8141	21	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
49214	218322	7508	8166	5	1	3856	304	36.0033368637	-78.9359146357	35.9908939	-78.909779191
49214	231780	7508	8166	3	1	3856	304	36.0033368637	-78.9359146357	35.9908939	-78.909779191
49214	240250	7508	8141	9	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
49214	290077	7508	8116	2	1	1216	926	36.0033368637	-78.9359146357	36.0076395804	-78.9267522097
49214	378427	7508	8141	1	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
49214	483473	7508	8166	4	1	3856	304	36.0033368637	-78.9359146357	35.9908939	-78.909779191
50452	117176	7735	7758	1	1	192	137	36.0032934665	-78.9397501945	36.0022432463	-78.9431726933
50686	64075	8141	7516	1	1	440	336	36.009518555	-78.9416009188	36.0071644054	-78.9407479763
50686	71139	8141	7506	1	1	1016	758	36.009518555	-78.9416009188	36.0039964987	-78.9351046085
50686	85182	8141	7516	1	1	440	336	36.009518555	-78.9416009188	36.0071644054	-78.9407479763
50686	96052	8141	7508	2	1	1016	758	36.009518555	-78.9416009188	36.0033368637	-78.9359146357
50686	96546	8141	7508	1	1	1016	758	36.009518555	-78.9416009188	36.0033368637	-78.9359146357
50686	97885	8141	7516	1	1	440	336	36.009518555	-78.9416009188	36.0071644054	-78.9407479763
50686	104124	8141	7516	1	1	440	336	36.009518555	-78.9416009188	36.0071644054	-78.9407479763
50686	111348	8141	8166	4	1	4168	322	36.009518555	-78.9416009188	35.9908939	-78.909779191
50686	112164	8141	7508	2	1	1016	758	36.009518555	-78.9416009188	36.0033368637	-78.9359146357
50686	113322	8141	7506	1	1	1016	758	36.009518555	-78.9416009188	36.0039964987	-78.9351046085
50686	114691	8141	7516	1	1	440	336	36.009518555	-78.9416009188	36.0071644054	-78.9407479763
50686	115774	8141	7508	1	1	1016	758	36.009518555	-78.9416009188	36.0033368637	-78.9359146357
50686	116175	8141	7508	4	1	1016	758	36.009518555	-78.9416009188	36.0033368637	-78.9359146357
50686	135843	8141	7506	1	1	1016	758	36.009518555	-78.9416009188	36.0039964987	-78.9351046085
50686	168030	8141	7508	2	1	1016	758	36.009518555	-78.9416009188	36.0033368637	-78.9359146357
50686	204819	8141	8166	4	1	4168	322	36.009518555	-78.9416009188	35.9908939	-78.909779191
50686	218322	8141	8166	2	1	4168	322	36.009518555	-78.9416009188	35.9908939	-78.909779191
50686	229588	8141	7508	2	1	1016	758	36.009518555	-78.9416009188	36.0033368637	-78.9359146357
50686	231780	8141	8166	9	1	4168	322	36.009518555	-78.9416009188	35.9908939	-78.909779191
50686	235753	8141	7507	1	1	1016	758	36.009518555	-78.9416009188	36.0030634608	-78.9369499683
50686	265323	8141	7516	1	1	440	336	36.009518555	-78.9416009188	36.0071644054	-78.9407479763
50686	279671	8141	7516	2	1	440	336	36.009518555	-78.9416009188	36.0071644054	-78.9407479763
50686	282189	8141	7506	5	1	1016	758	36.009518555	-78.9416009188	36.0039964987	-78.9351046085
50686	332517	8141	7508	1	1	1016	758	36.009518555	-78.9416009188	36.0033368637	-78.9359146357
50686	373496	8141	7516	2	1	440	336	36.009518555	-78.9416009188	36.0071644054	-78.9407479763
50686	382769	8141	7516	1	1	440	336	36.009518555	-78.9416009188	36.0071644054	-78.9407479763
50686	384929	8141	7508	1	1	1016	758	36.009518555	-78.9416009188	36.0033368637	-78.9359146357
50686	511601	8141	8116	1	1	1519	1141	36.009518555	-78.9416009188	36.0076395804	-78.9267522097
50834	85182	7508	7516	2	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
50834	108354	7508	7530	1	1	1090	870	36.0033368637	-78.9359146357	36.0062183863	-78.9401257038
50834	110490	7508	8141	33	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
50834	112010	7508	8141	8	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
50834	112738	7508	8166	2	1	3856	304	36.0033368637	-78.9359146357	35.9908939	-78.909779191
50834	113731	7508	7530	1	1	1090	870	36.0033368637	-78.9359146357	36.0062183863	-78.9401257038
50834	117267	7508	7516	7	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
50834	193003	7508	7739	13	1	1113	838	36.0033368637	-78.9359146357	35.9991793007	-78.943027854
50834	218322	7508	8166	1	1	3856	304	36.0033368637	-78.9359146357	35.9908939	-78.909779191
50834	219299	7508	7550	5	1	591	462	36.0033368637	-78.9359146357	36.0063268753	-78.9354586601
50834	240250	7508	8141	1	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
50834	263453	7508	7516	2	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
50834	285458	7508	8304	3	1	1753	279	36.0033368637	-78.9359146357	36.0079194767	-78.9234745502
50834	296794	7508	7550	1	1	591	462	36.0033368637	-78.9359146357	36.0063268753	-78.9354586601
50834	332332	7508	7516	4	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
50834	426464	7508	7516	2	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
50834	483677	7508	8141	1	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
50834	529165	7508	7760	3	1	2923	512	36.0033368637	-78.9359146357	35.9989623029	-78.946954608
50834	567124	7508	7516	1	1	1110	883	36.0033368637	-78.9359146357	36.0071644054	-78.9407479763
50834	630885	7508	8141	1	1	1016	758	36.0033368637	-78.9359146357	36.009518555	-78.9416009188
50897	115558	7776	7735	2	1	323	262	36.0044651833	-78.9419603348	36.0032934665	-78.9397501945
50897	117595	7776	7576	1	1	94	63	36.0044651833	-78.9419603348	36.0066631903	-78.9396455884
50897	205264	7776	7579	2	1	32	31	36.0044651833	-78.9419603348	36.0051595258	-78.9391493797
50897	300720	7776	7758	3	1	515	417	36.0044651833	-78.9419603348	36.0022432463	-78.9431726933
50897	337656	7776	7579	1	1	32	31	36.0044651833	-78.9419603348	36.0051595258	-78.9391493797
50897	340761	7776	8141	2	1	535	381	36.0044651833	-78.9419603348	36.009518555	-78.9416009188
50897	381643	7776	7548	2	1	1009	743	36.0044651833	-78.9419603348	36.0074638311	-78.9365369081
50897	421806	7776	7508	1	1	1016	819	36.0044651833	-78.9419603348	36.0033368637	-78.9359146357
50897	488121	7776	7513	1	1	10	10	36.0044651833	-78.9419603348	36.005697637	-78.9398145676
50897	496118	7776	7735	2	1	323	262	36.0044651833	-78.9419603348	36.0032934665	-78.9397501945
50897	568223	7776	8141	1	1	535	381	36.0044651833	-78.9419603348	36.009518555	-78.9416009188
51103	56656	7530	7579	2	1	107	104	36.0062183863	-78.9401257038	36.0051595258	-78.9391493797
51103	66100	7530	7516	1	1	20	12	36.0062183863	-78.9401257038	36.0071644054	-78.9407479763
51103	95635	7530	7516	1	1	20	12	36.0062183863	-78.9401257038	36.0071644054	-78.9407479763
51103	106445	7530	8141	12	1	460	355	36.0062183863	-78.9401257038	36.009518555	-78.9416009188
51103	109406	7530	7579	3	1	107	104	36.0062183863	-78.9401257038	36.0051595258	-78.9391493797
51103	112010	7530	8141	1	1	460	355	36.0062183863	-78.9401257038	36.009518555	-78.9416009188
51103	116342	7530	7540	1	1	507	368	36.0062183863	-78.9401257038	36.0071861029	-78.9446398616
51103	215502	7530	7540	1	1	507	368	36.0062183863	-78.9401257038	36.0071861029	-78.9446398616
51103	216050	7530	7548	1	1	934	716	36.0062183863	-78.9401257038	36.0074638311	-78.9365369081
51103	225034	7530	7540	6	1	507	368	36.0062183863	-78.9401257038	36.0071861029	-78.9446398616
51103	225067	7530	7540	7	1	507	368	36.0062183863	-78.9401257038	36.0071861029	-78.9446398616
51103	262582	7530	7540	1	1	507	368	36.0062183863	-78.9401257038	36.0071861029	-78.9446398616
51103	278390	7530	7579	1	1	107	104	36.0062183863	-78.9401257038	36.0051595258	-78.9391493797
51103	284391	7530	7540	1	1	507	368	36.0062183863	-78.9401257038	36.0071861029	-78.9446398616
51103	310560	7530	8141	1	1	460	355	36.0062183863	-78.9401257038	36.009518555	-78.9416009188
51103	332542	7530	7516	2	1	20	12	36.0062183863	-78.9401257038	36.0071644054	-78.9407479763
51103	413242	7530	7508	1	1	1090	870	36.0062183863	-78.9401257038	36.0033368637	-78.9359146357
51103	414181	7530	7548	1	1	934	716	36.0062183863	-78.9401257038	36.0074638311	-78.9365369081
51103	485556	7530	7548	1	1	934	716	36.0062183863	-78.9401257038	36.0074638311	-78.9365369081
51103	590832	7530	7540	1	1	507	368	36.0062183863	-78.9401257038	36.0071861029	-78.9446398616
51205	104047	8116	7508	1	1	1216	926	36.0076395804	-78.9267522097	36.0033368637	-78.9359146357
51205	116841	8116	8141	1	1	1519	1141	36.0076395804	-78.9267522097	36.009518555	-78.9416009188
51205	265236	8116	7508	5	1	1216	926	36.0076395804	-78.9267522097	36.0033368637	-78.9359146357
51205	265247	8116	7516	1	1	1963	348	36.0076395804	-78.9267522097	36.0071644054	-78.9407479763
51205	265591	8116	7516	3	1	1963	348	36.0076395804	-78.9267522097	36.0071644054	-78.9407479763
51205	267802	8116	7507	2	1	1216	926	36.0076395804	-78.9267522097	36.0030634608	-78.9369499683
